#This file is automatically generated by https://freetv.fun and is mainly used to test the accuracy of our EPG.
#The following test channels are from public sharing on the Internet.
#freetv.fun does not provide or store any streaming media content.All channels are automatically collected from the network through crawlers, without any manual participation, just for testing purposes. Therefore, we do not guarantee the stability and legality of the channels, nor do we assume corresponding legal responsibilities. All legal responsibilities It should be the responsibility of the user and the source provider.
#If you don't know how to use it, or don't have time to test it, you can download this recommended app for testing.
#https://freetv.fun/app
#Generated on: 2026-08-09 12:00:03 UTC


#這個檔案是由https://freetv.fun自動生成的,僅僅只是用於測試epg的準確性.
#以下的測試頻道均為網路上的公開分享頻道.
#freetv.fun並不提供也不儲存任何的流媒體內容.所有的頻道都是由自動化系統通過網路自動收集而來,並沒有任何人工參與,僅僅只是為了測試.因此我們並不保證頻道的穩定性與合法性,我們也不承擔任何相關的法律責任.所有的法律責任與相關後果應由頻道的使用者與提供者自行承擔.
#如果您不知道如何使用這個檔案,或者並沒有時間進行測試,那麼您可以下載我們推薦的APP來進行測試.
#下載地址為https://freetv.fun/app
#生成時間: 2026-08-09 12:00:03 UTC


Africa,#genre#
CN Brazil[geo-blocked],https://t.freetv.fun/live/cnn-brasil.m3u8
CN Brazil[geo-blocked],https://t.freetv.fun/live/cnn-brasil-1.m3u8
CN Brazil[geo-blocked],https://t.freetv.fun/live/cnn-brasil-2.m3u8
CN Brazil[geo-blocked],https://t.freetv.fun/live/music-box-brazil.m3u8
Canal Novo Tempo[geo-blocked],https://t.freetv.fun/live/novo-tempo.m3u8
Chef TV Brasil[geo-blocked],https://t.freetv.fun/live/chef-tv.m3u8
ISTV [Brazil][geo-blocked],https://t.freetv.fun/live/istv.m3u8
ISTV [Brazil][geo-blocked],https://t.freetv.fun/live/istv-2.m3u8
REDE TV![geo-blocked],https://t.freetv.fun/live/rede-tv.m3u8
Record 1 Brazil[geo-blocked],https://t.freetv.fun/live/record.m3u8
Record News HD Brazil[geo-blocked],https://t.freetv.fun/live/record-news.m3u8
Record News HD Brazil[geo-blocked],https://t.freetv.fun/live/record-news-1.m3u8
Record Rio de Janeiro[geo-blocked],https://t.freetv.fun/live/rede-cnt-rio-de-janeiro.m3u8
Rede Familia[geo-blocked],https://t.freetv.fun/live/rede-familia.m3u8
Rede Super! (Brazil)[geo-blocked],https://t.freetv.fun/live/super.m3u8
Rede Super! (Brazil)[geo-blocked],https://t.freetv.fun/live/rede-super.m3u8
Rede TV[geo-blocked],https://t.freetv.fun/live/redetv.m3u8
Rede Vida[geo-blocked],https://t.freetv.fun/live/rede-vida.m3u8
TV Aparecida[geo-blocked],https://t.freetv.fun/live/tv-aparecida.m3u8
TV Brasil[geo-blocked],https://t.freetv.fun/live/times-brasil.m3u8
TV Brasil[geo-blocked],https://t.freetv.fun/live/tv-brasil.m3u8
TV Brasil[geo-blocked],https://t.freetv.fun/live/trace-brasil.m3u8
TV Brasil[geo-blocked],https://t.freetv.fun/live/tv-brasil-1.m3u8
TV Brasil[geo-blocked],https://t.freetv.fun/live/tv-brasil-2.m3u8
TV Cultura[geo-blocked],https://t.freetv.fun/live/tv-cultura.m3u8
TV Cultura[geo-blocked],https://t.freetv.fun/live/tve-cultura.m3u8
TV Cultura[geo-blocked],https://t.freetv.fun/live/cultura-para.m3u8
TV Cultura[geo-blocked],https://t.freetv.fun/live/tv-culturas.m3u8
TV Escola Brazil[geo-blocked],https://t.freetv.fun/live/tv-escola.m3u8
TV GAZETA SAO PAULO[geo-blocked],https://t.freetv.fun/live/tv-gazeta.m3u8
TV GAZETA SAO PAULO[geo-blocked],https://t.freetv.fun/live/tv-gazeta-1.m3u8
TV Nova Play[geo-blocked],https://t.freetv.fun/live/play-tv.m3u8
TV Nova Play[geo-blocked],https://t.freetv.fun/live/play-tv-1.m3u8
TV Nova Play[geo-blocked],https://t.freetv.fun/live/play-tv-3.m3u8
TVE RS Brazil[geo-blocked],https://t.freetv.fun/live/tve-rs-1.m3u8
Terra Viva[geo-blocked],https://t.freetv.fun/live/terra.m3u8
Terra Viva[geo-blocked],https://t.freetv.fun/live/terra-viva.m3u8
Ulbra TV[geo-blocked],https://t.freetv.fun/live/ultra-tv.m3u8
Bulgaria,#genre#
BNT 1 Bulgaria[geo-blocked],https://t.freetv.fun/live/bnt-1.m3u8
BNT 2 Bulgaria[geo-blocked],https://t.freetv.fun/live/bnt-2.m3u8
First Music Channel HD[geo-blocked],https://t.freetv.fun/live/first-music-channel-russia.m3u8
Ring - bTV[geo-blocked],https://t.freetv.fun/live/rig-tv.m3u8
TV 7[geo-blocked],https://t.freetv.fun/live/7tv-1.m3u8
Cambodia,#genre#
BTV NEWS[geo-blocked],https://t.freetv.fun/live/btv.m3u8
BTV NEWS[geo-blocked],https://t.freetv.fun/live/btv-1.m3u8
CTN[geo-blocked],https://t.freetv.fun/live/ctn.m3u8
CTN[geo-blocked],https://t.freetv.fun/live/ctn-1.m3u8
Canada,#genre#
CMT Canada[geo-blocked],https://t.freetv.fun/live/cmt.m3u8
CTV[geo-blocked],https://t.freetv.fun/live/actv.m3u8
CTV[geo-blocked],https://t.freetv.fun/live/ctv.m3u8
City TV[geo-blocked],https://t.freetv.fun/live/city-tv.m3u8
FX[geo-blocked],https://t.freetv.fun/live/fx.m3u8
FX[geo-blocked],https://t.freetv.fun/live/fx-1.m3u8
Global News[geo-blocked],https://t.freetv.fun/live/global-news.m3u8
Global News[geo-blocked],https://t.freetv.fun/live/globo-news.m3u8
Sports Network[geo-blocked],https://t.freetv.fun/live/marquee-sports-network.m3u8
SportsNet One[geo-blocked],https://t.freetv.fun/live/sportsnet-new-york-1.m3u8
TSN1[geo-blocked],https://t.freetv.fun/live/tsn1-2.m3u8
TV5 Unis[geo-blocked],https://t.freetv.fun/live/tv5-unis.m3u8
TVA[geo-blocked],https://t.freetv.fun/live/tva-1.m3u8
TVA[geo-blocked],https://t.freetv.fun/live/tva-2.m3u8
TVA[geo-blocked],https://t.freetv.fun/live/teva.m3u8
TVO kids[geo-blocked],https://t.freetv.fun/live/tv2-kids.m3u8
tct kids[geo-blocked],https://t.freetv.fun/live/tct.m3u8
Chile,#genre#
24 Horas[geo-blocked],https://t.freetv.fun/live/24-horas.m3u8
24 Horas[geo-blocked],https://t.freetv.fun/live/ntn-24-horas.m3u8
Canal 13, Chile[geo-blocked],https://t.freetv.fun/live/canal-12.m3u8
El Pinguino[geo-blocked],https://t.freetv.fun/live/el-pinguino-tv-1.m3u8
El Pinguino[geo-blocked],https://t.freetv.fun/live/el-pinguino-tv-2.m3u8
REC TV, Chile[geo-blocked],https://t.freetv.fun/live/krc-tv.m3u8
TV SENADO VALPARAISO CHILE LATAM[geo-blocked],https://t.freetv.fun/live/tv-senado.m3u8
TV SENADO VALPARAISO CHILE LATAM[geo-blocked],https://t.freetv.fun/live/tv-senado-1.m3u8
TVN, Chile[geo-blocked],https://t.freetv.fun/live/tvn.m3u8
China,#genre#
CCTV 8K[geo-blocked],https://t.freetv.fun/live/cctv-8.m3u8
CCTV 8K[geo-blocked],https://t.freetv.fun/live/cctv-8hd.m3u8
CCTV 8K[geo-blocked],https://t.freetv.fun/live/cctv-8-1.m3u8
CCTV 8K[geo-blocked],https://t.freetv.fun/live/cctv-8-2.m3u8
CCTV 8K[geo-blocked],https://t.freetv.fun/live/cctv-8-3.m3u8
CCTV 8K[geo-blocked],https://t.freetv.fun/live/cctv-8kchao-gao-qing.m3u8
CCTV 8K[geo-blocked],https://t.freetv.fun/live/cctv-8kchao-gao-qing-1.m3u8
CCTV 8K[geo-blocked],https://t.freetv.fun/live/cctv-8hd-2.m3u8
CCTV 8K[geo-blocked],https://t.freetv.fun/live/cctv-8kchao-gao-qing-2.m3u8
CCTV 8K[geo-blocked],https://t.freetv.fun/live/cctv-8hd-3.m3u8
CCTV 8K[geo-blocked],https://t.freetv.fun/live/cctv-8kchao-gao-qing-3.m3u8
CCTV-戲曲[geo-blocked],https://t.freetv.fun/live/cctv-11xi-qu-3.m3u8
CCTV-戲曲[geo-blocked],https://t.freetv.fun/live/cctv-11xi-qu-4.m3u8
CCTV-戲曲[geo-blocked],https://t.freetv.fun/live/cctv-11xi-qu-8.m3u8
CCTV-戲曲[geo-blocked],https://t.freetv.fun/live/cctv-11xi-qu-9.m3u8
CCTV1[geo-blocked],https://t.freetv.fun/live/cctv1-2.m3u8
CCTV1[geo-blocked],https://t.freetv.fun/live/cctv1-6.m3u8
CCTV1[geo-blocked],https://t.freetv.fun/live/cctv1-7.m3u8
CCTV1[geo-blocked],https://t.freetv.fun/live/cctv1.m3u8
CCTV1[geo-blocked],https://t.freetv.fun/live/cctv1-5.m3u8
CCTV10[geo-blocked],https://t.freetv.fun/live/cctv10.m3u8
CCTV10[geo-blocked],https://t.freetv.fun/live/cctv10-1.m3u8
CCTV10[geo-blocked],https://t.freetv.fun/live/cctv10-2.m3u8
CCTV10[geo-blocked],https://t.freetv.fun/live/cctv10-9.m3u8
CCTV10[geo-blocked],https://t.freetv.fun/live/cctv10-5.m3u8
CCTV10[geo-blocked],https://t.freetv.fun/live/cctv10-6.m3u8
CCTV10[geo-blocked],https://t.freetv.fun/live/cctv-10ke-jiao-1.m3u8
CCTV10[geo-blocked],https://t.freetv.fun/live/cctv10-8.m3u8
CCTV10[geo-blocked],https://t.freetv.fun/live/cctv10-3.m3u8
CCTV10[geo-blocked],https://t.freetv.fun/live/cctv10-4.m3u8
CCTV10[geo-blocked],https://t.freetv.fun/live/cctv10-7.m3u8
CCTV10[geo-blocked],https://t.freetv.fun/live/cctv-10.m3u8
CCTV10[geo-blocked],https://t.freetv.fun/live/cctv-10-1.m3u8
CCTV10[geo-blocked],https://t.freetv.fun/live/cctv10-28.m3u8
CCTV10[geo-blocked],https://t.freetv.fun/live/cctv-10-2.m3u8
CCTV10[geo-blocked],https://t.freetv.fun/live/cctv-10ke-jiao.m3u8
CCTV10[geo-blocked],https://t.freetv.fun/live/cctv10hd.m3u8
CCTV10[geo-blocked],https://t.freetv.fun/live/cctv-10hd.m3u8
CCTV10[geo-blocked],https://t.freetv.fun/live/cctv-10hd-1.m3u8
CCTV10[geo-blocked],https://t.freetv.fun/live/cctv-10hd-3.m3u8
CCTV10[geo-blocked],https://t.freetv.fun/live/cctv-10hd-4.m3u8
CCTV11[geo-blocked],https://t.freetv.fun/live/cctv11.m3u8
CCTV11[geo-blocked],https://t.freetv.fun/live/cctv11-2.m3u8
CCTV11[geo-blocked],https://t.freetv.fun/live/cctv11-3.m3u8
CCTV11[geo-blocked],https://t.freetv.fun/live/cctv11-1.m3u8
CCTV11[geo-blocked],https://t.freetv.fun/live/cctv11-4.m3u8
CCTV11[geo-blocked],https://t.freetv.fun/live/cctv11-7.m3u8
CCTV11[geo-blocked],https://t.freetv.fun/live/cctv11-16.m3u8
CCTV11[geo-blocked],https://t.freetv.fun/live/cctv-11.m3u8
CCTV11[geo-blocked],https://t.freetv.fun/live/cctv-11-1.m3u8
CCTV11[geo-blocked],https://t.freetv.fun/live/cctv-11hd.m3u8
CCTV11[geo-blocked],https://t.freetv.fun/live/cctv-11hd-2.m3u8
CCTV12[geo-blocked],https://t.freetv.fun/live/cctv12-1.m3u8
CCTV12[geo-blocked],https://t.freetv.fun/live/cctv12-2.m3u8
CCTV12[geo-blocked],https://t.freetv.fun/live/cctv12-3.m3u8
CCTV12[geo-blocked],https://t.freetv.fun/live/cctv12-7.m3u8
CCTV12[geo-blocked],https://t.freetv.fun/live/cctv12.m3u8
CCTV12[geo-blocked],https://t.freetv.fun/live/cctv12-8.m3u8
CCTV12[geo-blocked],https://t.freetv.fun/live/cctv12-12.m3u8
CCTV12[geo-blocked],https://t.freetv.fun/live/cctv12-4.m3u8
CCTV12[geo-blocked],https://t.freetv.fun/live/cctv12-5.m3u8
CCTV12[geo-blocked],https://t.freetv.fun/live/cctv12-6.m3u8
CCTV12[geo-blocked],https://t.freetv.fun/live/cctv12-9.m3u8
CCTV12[geo-blocked],https://t.freetv.fun/live/cctv-12.m3u8
CCTV12[geo-blocked],https://t.freetv.fun/live/cctv-12hd.m3u8
CCTV12[geo-blocked],https://t.freetv.fun/live/cctv-12-1.m3u8
CCTV12[geo-blocked],https://t.freetv.fun/live/cctv12hd.m3u8
CCTV12[geo-blocked],https://t.freetv.fun/live/cctv-12hd-1.m3u8
CCTV12[geo-blocked],https://t.freetv.fun/live/cctv-12hd-2.m3u8
CCTV13[geo-blocked],https://t.freetv.fun/live/cctv13.m3u8
CCTV13[geo-blocked],https://t.freetv.fun/live/cctv13-4.m3u8
CCTV13[geo-blocked],https://t.freetv.fun/live/cctv13-1.php
CCTV13[geo-blocked],https://t.freetv.fun/live/cctv13-3.m3u8
CCTV13[geo-blocked],https://t.freetv.fun/live/cctv13-2.m3u8
CCTV13[geo-blocked],https://t.freetv.fun/live/cctv13-6.m3u8
CCTV13[geo-blocked],https://t.freetv.fun/live/cctv13-7.m3u8
CCTV13[geo-blocked],https://t.freetv.fun/live/cctv-13hd.m3u8
CCTV13[geo-blocked],https://t.freetv.fun/live/cctv-13-1.m3u8
CCTV13[geo-blocked],https://t.freetv.fun/live/cctv-13-2.m3u8
CCTV13[geo-blocked],https://t.freetv.fun/live/cctv-13xin-wen.m3u8
CCTV13[geo-blocked],https://t.freetv.fun/live/cctv-13xin-wen-1.m3u8
CCTV13[geo-blocked],https://t.freetv.fun/live/cctv-13hd-1.m3u8
CCTV13[geo-blocked],https://t.freetv.fun/live/cctv-13hd-2.m3u8
CCTV13[geo-blocked],https://t.freetv.fun/live/cctv-13xin-wen-8.m3u8
CCTV13[geo-blocked],https://t.freetv.fun/live/cctv-13hd-4.m3u8
CCTV13[geo-blocked],https://t.freetv.fun/live/cctv13hd-1.m3u8
CCTV14[geo-blocked],https://t.freetv.fun/live/cctv14.m3u8
CCTV14[geo-blocked],https://t.freetv.fun/live/cctv14-2.m3u8
CCTV14[geo-blocked],https://t.freetv.fun/live/cctv14-4.m3u8
CCTV14[geo-blocked],https://t.freetv.fun/live/cctv14-5.m3u8
CCTV14[geo-blocked],https://t.freetv.fun/live/cctv14-7.m3u8
CCTV14[geo-blocked],https://t.freetv.fun/live/cctv14-8.m3u8
CCTV14[geo-blocked],https://t.freetv.fun/live/cctv14-3.m3u8
CCTV14[geo-blocked],https://t.freetv.fun/live/cctv14-10.m3u8
CCTV14[geo-blocked],https://t.freetv.fun/live/cctv-14shao-er.m3u8
CCTV14[geo-blocked],https://t.freetv.fun/live/cctv14-1.m3u8
CCTV14[geo-blocked],https://t.freetv.fun/live/cctv14-6.m3u8
CCTV14[geo-blocked],https://t.freetv.fun/live/cctv-14hd.m3u8
CCTV14[geo-blocked],https://t.freetv.fun/live/cctv-14-1.m3u8
CCTV14[geo-blocked],https://t.freetv.fun/live/cctv14hd.m3u8
CCTV14[geo-blocked],https://t.freetv.fun/live/cctv-14-2.m3u8
CCTV14[geo-blocked],https://t.freetv.fun/live/cctv-14-3.m3u8
CCTV14[geo-blocked],https://t.freetv.fun/live/cctv-14hd-1.m3u8
CCTV14[geo-blocked],https://t.freetv.fun/live/cctv-14hd-2.m3u8
CCTV14[geo-blocked],https://t.freetv.fun/live/cctv-14shao-er-8.m3u8
CCTV14[geo-blocked],https://t.freetv.fun/live/cctv-14shao-er-10.m3u8
CCTV14[geo-blocked],https://t.freetv.fun/live/cctv-14shao-er-11.m3u8
CCTV14[geo-blocked],https://t.freetv.fun/live/cctv-14hd-4.m3u8
CCTV15[geo-blocked],https://t.freetv.fun/live/cctv15-1.m3u8
CCTV15[geo-blocked],https://t.freetv.fun/live/cctv15-2.m3u8
CCTV15[geo-blocked],https://t.freetv.fun/live/cctv15-4.m3u8
CCTV15[geo-blocked],https://t.freetv.fun/live/cctv15-6.m3u8
CCTV15[geo-blocked],https://t.freetv.fun/live/cctv15.m3u8
CCTV15[geo-blocked],https://t.freetv.fun/live/cctv15-3.php
CCTV15[geo-blocked],https://t.freetv.fun/live/cctv15-5.m3u8
CCTV15[geo-blocked],https://t.freetv.fun/live/cctv15-8.m3u8
CCTV15[geo-blocked],https://t.freetv.fun/live/cctv15-9.m3u8
CCTV15[geo-blocked],https://t.freetv.fun/live/cctv15-10.m3u8
CCTV15[geo-blocked],https://t.freetv.fun/live/cctv-15.m3u8
CCTV15[geo-blocked],https://t.freetv.fun/live/cctv-15hd.m3u8
CCTV15[geo-blocked],https://t.freetv.fun/live/cctv-15-1.m3u8
CCTV15[geo-blocked],https://t.freetv.fun/live/cctv15-yin-le-1.m3u8
CCTV15[geo-blocked],https://t.freetv.fun/live/cctv-15-3.m3u8
CCTV15[geo-blocked],https://t.freetv.fun/live/cctv15hd.m3u8
CCTV15[geo-blocked],https://t.freetv.fun/live/cctv-15hd-1.m3u8
CCTV15[geo-blocked],https://t.freetv.fun/live/cctv-15yin-le-5.m3u8
CCTV15[geo-blocked],https://t.freetv.fun/live/cctv-15yin-le-10.m3u8
CCTV15[geo-blocked],https://t.freetv.fun/live/cctv-15yin-le-11.m3u8
CCTV15[geo-blocked],https://t.freetv.fun/live/cctv-15hd-3.m3u8
CCTV15[geo-blocked],https://t.freetv.fun/live/cctv-15hd-4.m3u8
CCTV16[geo-blocked],https://t.freetv.fun/live/cctv16-5.m3u8
CCTV16[geo-blocked],https://t.freetv.fun/live/cctv16.m3u8
CCTV16[geo-blocked],https://t.freetv.fun/live/cctv16-2.m3u8
CCTV16[geo-blocked],https://t.freetv.fun/live/cctv16-4.m3u8
CCTV16[geo-blocked],https://t.freetv.fun/live/cctv-16.m3u8
CCTV16[geo-blocked],https://t.freetv.fun/live/cctv16hd.m3u8
CCTV16[geo-blocked],https://t.freetv.fun/live/cctv-16hd.m3u8
CCTV16[geo-blocked],https://t.freetv.fun/live/cctv-16hd-3.m3u8
CCTV17[geo-blocked],https://t.freetv.fun/live/cctv17-4.m3u8
CCTV17[geo-blocked],https://t.freetv.fun/live/cctv17.m3u8
CCTV17[geo-blocked],https://t.freetv.fun/live/cctv17-1.m3u8
CCTV17[geo-blocked],https://t.freetv.fun/live/cctv17-3.m3u8
CCTV17[geo-blocked],https://t.freetv.fun/live/cctv17-15.m3u8
CCTV17[geo-blocked],https://t.freetv.fun/live/cctv17-16.m3u8
CCTV17[geo-blocked],https://t.freetv.fun/live/cctv-17.m3u8
CCTV17[geo-blocked],https://t.freetv.fun/live/cctv-17-1.m3u8
CCTV17[geo-blocked],https://t.freetv.fun/live/cctv-17-2.m3u8
CCTV17[geo-blocked],https://t.freetv.fun/live/cctv-17hd.m3u8
CCTV17[geo-blocked],https://t.freetv.fun/live/cctv-17hd-1.m3u8
CCTV17[geo-blocked],https://t.freetv.fun/live/cctv-17hd-3.m3u8
CCTV17[geo-blocked],https://t.freetv.fun/live/cctv17hd-1.m3u8
CCTV2[geo-blocked],https://t.freetv.fun/live/cctv2.m3u8
CCTV2[geo-blocked],https://t.freetv.fun/live/cctv2-1.m3u8
CCTV2[geo-blocked],https://t.freetv.fun/live/cctv2-2.m3u8
CCTV2[geo-blocked],https://t.freetv.fun/live/cctv2-4.m3u8
CCTV2[geo-blocked],https://t.freetv.fun/live/cctv2-5.m3u8
CCTV2[geo-blocked],https://t.freetv.fun/live/cctv2-7.m3u8
CCTV2[geo-blocked],https://t.freetv.fun/live/cctv2-8.m3u8
CCTV2[geo-blocked],https://t.freetv.fun/live/cctv2-9.m3u8
CCTV2[geo-blocked],https://t.freetv.fun/live/cctv2-10.m3u8
CCTV2[geo-blocked],https://t.freetv.fun/live/cctv22.m3u8
CCTV2[geo-blocked],https://t.freetv.fun/live/cctv2-3.m3u8
CCTV2[geo-blocked],https://t.freetv.fun/live/cctv2-6.m3u8
CCTV3[geo-blocked],https://t.freetv.fun/live/cctv3.m3u8
CCTV3[geo-blocked],http://219.147.245.238:25480/newlive/live/hls/3/live.m3u8
CCTV3[geo-blocked],https://t.freetv.fun/live/cctv3-2.m3u8
CCTV3[geo-blocked],https://t.freetv.fun/live/cctv3-12.m3u8
CCTV3[geo-blocked],https://t.freetv.fun/live/cctv3-4.m3u8
CCTV3[geo-blocked],https://t.freetv.fun/live/cctv3-10.m3u8
CCTV3[geo-blocked],https://t.freetv.fun/live/cctv-3.m3u8
CCTV3[geo-blocked],https://t.freetv.fun/live/cctv-3-1.m3u8
CCTV3[geo-blocked],https://t.freetv.fun/live/cctv-3-2.m3u8
CCTV3[geo-blocked],https://t.freetv.fun/live/cctv-3-3.m3u8
CCTV3[geo-blocked],https://t.freetv.fun/live/cctv-3hd-1.m3u8
CCTV3[geo-blocked],https://t.freetv.fun/live/cctv-3hd-2.m3u8
CCTV4[geo-blocked],https://t.freetv.fun/live/cctv4-1.m3u8
CCTV4[geo-blocked],https://t.freetv.fun/live/cctv4-3.m3u8
CCTV4[geo-blocked],https://t.freetv.fun/live/cctv4-4.m3u8
CCTV4[geo-blocked],http://219.147.245.238:25480/newlive/live/hls/4/live.m3u8
CCTV4[geo-blocked],https://t.freetv.fun/live/cctv4.m3u8
CCTV4[geo-blocked],https://t.freetv.fun/live/cctv4ou-zhou.m3u8
CCTV4 FHD[geo-blocked],https://t.freetv.fun/live/cctv4-2.m3u8
CCTV4 FHD[geo-blocked],https://t.freetv.fun/live/cctv4k.m3u8
CCTV4 FHD[geo-blocked],https://t.freetv.fun/live/cctv-4.m3u8
CCTV4 FHD[geo-blocked],https://t.freetv.fun/live/cctv4-33.m3u8
CCTV4 FHD[geo-blocked],https://t.freetv.fun/live/cctv-4hd.m3u8
CCTV4 FHD[geo-blocked],https://t.freetv.fun/live/cctv-4-1.m3u8
CCTV4 FHD[geo-blocked],https://t.freetv.fun/live/cctv-4-2.m3u8
CCTV4 FHD[geo-blocked],https://t.freetv.fun/live/cctv4hd.m3u8
CCTV4 FHD[geo-blocked],https://t.freetv.fun/live/cctv4k-3.m3u8
CCTV4 FHD[geo-blocked],https://t.freetv.fun/live/cctv-4hd-1.m3u8
CCTV4 FHD[geo-blocked],https://t.freetv.fun/live/cctv-4hd-3.m3u8
CCTV4K[geo-blocked],https://t.freetv.fun/live/cctv-4kgao-qing.m3u8
CCTV4K[geo-blocked],https://t.freetv.fun/live/cctv-4kgao-qing-1.m3u8
CCTV4K[geo-blocked],https://live-play-hls.cctvnews.cctv.com/CCTVChannel/channel_cctv4k_mbd.m3u8?auth_key=1786323600-1-b59134a2ead43d7f783f943c8f535e7bb80c5169575b2e8efcd5b3ddea21b41c-c10ef425116947a4ee37584abbd587aa&yid=b59134a2ead43d7f783f943c8f535e7bb80c5169575b2e8efcd5b3ddea21b41c
CCTV4K[geo-blocked],https://t.freetv.fun/live/cctv-4kgao-qing-3.m3u8
CCTV4K[geo-blocked],https://t.freetv.fun/live/cctv-4kgao-qing-4.m3u8
CCTV4K[geo-blocked],https://t.freetv.fun/live/cctv-4kgao-qing-5.m3u8
CCTV4中文國際歐洲[geo-blocked],https://t.freetv.fun/live/cctv-4zhong-wen-guo-ji-9.m3u8
CCTV4中文國際歐洲[geo-blocked],https://t.freetv.fun/live/cctv-4zhong-wen-guo-ji-10.m3u8
CCTV4中文國際美洲[geo-blocked],https://t.freetv.fun/live/cctv-4-zhong-wen-guo-ji.m3u8
CCTV4中文國際美洲[geo-blocked],https://t.freetv.fun/live/cctv-4-zhong-wen-guo-ji-1.m3u8
CCTV4中文國際美洲[geo-blocked],https://live-play-hls.cctvnews.cctv.com/CCTVChannel/channel_cctv4_mbd.m3u8?auth_key=1786323600-1-b59134a2ead43d7f783f943c8f535e7bb80c5169575b2e8efcd5b3ddea21b41c-aadcde85a5aedaa00ab3363d723e86df&yid=b59134a2ead43d7f783f943c8f535e7bb80c5169575b2e8efcd5b3ddea21b41c
CCTV4中文國際美洲[geo-blocked],https://t.freetv.fun/live/cctv-4-zhong-wen-guo-ji-3.m3u8
CCTV4中文國際美洲[geo-blocked],https://t.freetv.fun/live/cctv-4-zhong-wen-guo-ji-4.m3u8
CCTV4中文國際美洲[geo-blocked],https://t.freetv.fun/live/cctv-4-zhong-wen-guo-ji-5.m3u8
CCTV5[geo-blocked],https://t.freetv.fun/live/cctv5.m3u8
CCTV5[geo-blocked],https://t.freetv.fun/live/cctv5-1.m3u8
CCTV5[geo-blocked],https://t.freetv.fun/live/cctv5-4.m3u8
